"Name","Version","License",URL
"@module-federation/bridge-react-webpack-plugin@0.6.16","MIT","https://github.com/module-federation/core"
"isomorphic-rslog@0.0.5","MIT","https://github.com/2heal1/isomorphic-rslog"
"only@0.0.2","MIT","https://github.com/visionmedia/node-only"
"union@0.5.0","MIT","https://github.com/flatiron/union"
